title,abstract,mark
疫情期间吃水果必须削皮,通过水果传染新冠病毒，需要三个条件：1、水果上有足够量的病毒（比如感染病人对着它打喷嚏或者呼气）；2、病毒在失去感染能力之前被接触到（李兰娟院士表示，新冠病毒在空气中可以存活几个小时甚至几天，但两小时就传染能力就下降了）；3、手接触到病毒然后又接触了眼睛、鼻子或者嘴。水果上存在新冠病毒的可能性非常小。当然，如果你还是非常担心，削皮或者用消毒剂清洗再用清水洗干净，也都可以。,1
煮好的花椒水可以医治新型冠状病毒肺炎,花椒水做调料就好了，没有任何科学证据显示它的提取物可以医治新型冠状病毒。,1
等离子空气消毒机可以杀灭新型冠状病毒,目前由于等离子消毒的复杂性，人们对等离子诱导病毒失活的生物学机制的了解相当有限。有研究发现等离子对诺如病毒、乙肝病毒、单纯疱疹病毒、呼吸道合胞病毒（RSV）、人副流感病毒3型（hPIV-3）和甲型流感病毒（H5N2）有一定的抑制效果。目前还没有看到等离子消毒对H1N1和H7N9流感病毒，甚至埃博拉病毒及冠状病毒有效性的研究数据。日常室内空气的消毒还是要依靠多换气多通风。,3
香囊可以预防新型冠状病毒,有传言说，用苍术、川芎、白芷、艾叶、藿香、佩兰、薄荷制成香囊，佩戴在身上，能够预防新冠病毒感染。这些药物比较常见，但上述这个方案，并未包含在《新型冠状病毒肺炎诊疗方案》（试行第五版）推荐的2剂中药方案中。而且，诊疗方案中的方剂是针对感染了新型冠状病毒后出现不同症状的患者的，并非用于预防。推荐的也是口服方剂，并非用于佩戴。在北京市中医管理局引发的《北京市新型冠状病毒肺炎防治方案》（试用第一版）中，也是同样的情况。目前没有任何证据支持佩戴这类香囊能预防新型冠状病毒。,1
戴隐形眼镜会增加感染新冠病毒的几率,目前没有证据表明，隐形眼镜会增加新冠肺炎感染的风险。就目前已知情况，新冠肺炎的主要传播途径以飞沫传播和接触传播为主。由于眼部结膜也是一种粘膜，因此手上有病毒又去揉眼睛，或飞沫通过咳嗽说话等方式掉到结膜上，也有感染的风险。如果有条件的话，配戴护目镜会更安全。但对于不是在医院工作或者需要频繁近距离接触人群的人而言，日常生活中飞沫入眼的几率非常小。普通的框架眼镜就能起到一定的保护作用。对于戴隐形眼镜或不近视的人，可以考虑配戴太阳镜。比起戴眼镜，对于一般人而言，更重要的还是减少和别人的近距离接触，注意卫生，勤洗手，不揉眼。,1
新冠病毒康复者的血浆能有效治疗重症患者,血浆治疗，主要是恢复期的患者体内产生了特定抗体，可以特异性帮助识别和清除病原体。这种被动免疫对感染早期甚至潜伏期可能有效，对于症状已经明显的患者意义可能不太大。所有的疗法和药物一样，都要经过临床验证过且安全有效，才能帮助到病人。就既往抗击SARS、埃博拉病毒、流感病毒的经验来看，这种疗法的效果不容乐观。血浆治疗的方案还存在伦理问题和安全问题，一定要保证血浆捐献者自身安全以及接受血浆治疗者的安全，确保血液中不含新型冠状病毒，不含HIV病毒、乙肝病毒等。,3
准备15个口罩，一天一个，用完密封，可以循环使用,这个方法可行，但需要一定的改进。口罩密封前一定要保证晾干，但是如果未经充分干燥就把口罩密封，很有可能会阻碍水分的挥发，反而为病毒的生长和繁殖创造条件。完全干燥后的口罩存放时间不需要14天之久。一般来讲，晚上回家把口罩挂着，第二天早上上班再戴是很安全的。如果实在不放心，可以放置两天，也就是48小时再戴。需要注意的是，即使轮流使用口罩，口罩的防护效果也会逐渐衰减，因此戴了一定的次数和时长后，还是应该更换。,3
2月16日温州市居民出行正常化,经温州市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室确认，“16日温州市居民出行正常化”系不实信息。目前防疫工作仍在关键期，请大家继续坚持不放松，继续积极响应市委、市政府部署，切实贯彻居家防疫要求。,1
疫情大爆发，上海新增确诊病例三千多例,据上海市卫生健康委员会官微博@健康上海12320，网上关于“昨天疫情大爆发，上海出来3000多例”的传言，纯属谣言。上海每天两次发布确诊病例、排除疑似病例、出院病例等相关数据，完全透明公开。另根据国家卫健委印发的诊疗方案，湖北以外地区的诊断标准没有变化，即上海的诊断标准没有变化。 ​​​​截至2月13日12时，上海市已累计排除疑似病例1411例，发现确诊病例315例。据上海市公安局官方微博@警民直通车-上海，警方对2月12日上海疫情大爆发传言高度重视，第一时间找到发布人，其称因自己的宠物店被市场监督部门劝导暂缓营业，而在微信群中故意编造相关不实言论。目前，此事正在进一步调查中。,1
天气暖和从南方回归北方的鸟会带回病毒，感染人类,冠状病毒是一类主要引起呼吸道、肠道疾病的病原体。除了可感染人类，还可感染猪、牛、猫、犬、骆驼、蝙蝠、老鼠、刺猬等多种哺乳动物以及多种鸟类。鸟类作为宿主之一，其会感染SARS病毒或MERS病毒已被证实。本次新型冠状病毒跟SARS属于一个族，鸟类感染可能不表现症状，但如果人接触或食用携带病毒鸟类，会被感染并引起症状。所以天气回暖，北飞的鸟可能携带病毒，但这并不意味着什么。因为若没有本次疫情，鸟类也会携带病毒，人类与这些野生动物相安无事，被感染的概率很低；另外，北方城市比如黑龙江、北京等均有数百确诊病例，病毒在全国扩散是既定事实，只要我们做好基础防护，不吃野生动物，疫情不会因为鸟类到来而加重。,3
甘草酸二铵＋维生素C＋芦丁片可以缓解新冠肺炎,分析一个方案是否有效的直接方法是基于III期临床试验。有的治疗方案尚无临床试验，但在一些临床患者身上展现出了疗效，这提示治疗方案可能有效。但在部分患者身上起效，并不意味着一定能对大部分患者起效。对于新冠肺炎，国家卫健委发布的《新型冠状病毒肺炎诊疗方案（试行第五版）》并未推荐“甘草酸二铵＋维生素C＋芦丁片”。对这个方案，我们期待更多的疗效数据出现。针对“炎症瀑布”，学名叫细胞因子风暴，是一种非常危险的情况，致死率很高。目前国际国内指南推荐的治疗方式主要包括呼吸支持、肾脏替代疗法、人工肺、血浆置换技术、人工肝技术等。是否能靠“甘草酸二铵＋维生素C＋芦丁片”对抗细胞因子风暴，需要可靠的证据证实。,3
左氟沙星眼药水可以防止新冠病毒从眼部进入,左氧氟沙星滴眼液主要用来治疗多种病原体（包括细菌、支原体、衣原体等）引起的眼部感染。其主要发挥作用的是左氧氟沙星这一成分，它能够阻碍细菌DNA的复制而达到抗菌作用。左氧氟沙星抗菌谱广，对多种细菌（大肠埃希菌、克雷白菌属、沙门氏菌属、流感嗜血杆菌、淋球菌、肺炎链球菌、化脓性链球菌、溶血性链球菌等）及支原体、衣原体也有良好的抗菌作用，但病毒和细菌不是一回事，目前并未研究结果证明左氧氟沙星眼药水对新型冠状病毒有杀伤作用。值得注意的是，这种眼药水也没有任何预防作用。用抗生素预防感染，是滥用抗生素，会导致病毒对抗生素产生耐药性，还可能加重病情。,1
湖北随州一家人因染病厌世从27楼往下撒钱,所谓的“撒钱视频”实为湖北省随州市某小区业主家的小孩趁父母不注意，在阳台把钱当纸片抛撒，并非因感染病毒而厌世所致。,1
拔头两侧的白发可以防治新型冠状病毒肺炎,头发覆盖于我们的头部，对人体的好处主要包括以下几个：抵挡较轻的碰撞，减少外力对头部的损伤，阻隔外界的有害物质接触到头皮，例如阻挡紫外线对头皮的照射，防止皮肤癌的发生等。对于谣言中认为拔头发有助于身体健康，推测可能是误解了头部穴位的功效有关。传统医学认为，刺激头部穴位有益于身体健康。但目前没有检索到任何研究能证实刺激头部穴位对新冠肺炎有防治作用。而且在传统医学中，也并不推荐用拔头发来刺激头部穴位。,1
雄黄可以杀死新型冠状病毒,雄黄为硫化物类矿物，也是一种中药，主要成分是二硫化二砷（As2S2）[1]。我国民间有端午节擦雄黄、熏雄黄的习俗，认为这样做有避疫驱邪、杀灭蛇虫的作用。有文献显示，雄黄与艾叶、苍术、白芷一起烟熏对结核杆菌、白喉杆菌、伤寒杆菌等有抑制作用，但并未证明有杀菌作用，并且单用雄黄效果不明显[2]。目前没有研究证实雄黄对新型冠状病毒有杀毒效果。已证实能灭活新型冠状病毒的方法为 75% 酒精、乙醚、氯仿、甲醛、含氯消毒剂、过氧乙酸和紫外线。,1
松茸蘑菇能预防新型冠状病毒,不管是松茸还是别的食物，都各有营养成分，其中一些在特定的细胞实验或者动物实验中能够显示“潜在”的某种功能。且不说这些实验并不能证明它们在人体中有同样的功效，这些功效本身，也跟预防新冠病毒没有什么关系。,1
有空看看，东部战区总院呼吸科权威宋勇新冠病毒回答,较真团队通过短信向宋勇教授求证，宋勇教授回应：近日在网上流传的《东部战区总院呼吸科权威专家宋勇的回答，新冠病毒科学问答》系网络误传，并非出自本人。文中关于“病毒在室温情况下或者体外基本不能存活”，“酒精和84消毒液对消毒作用不大”这些内容的表述是不准确的。,1
吃野菜会感染新型冠状病毒,新型冠状病毒通过哺乳动物传播，植物不是它的宿主，也不会被它感染。对新型冠状病毒来说，野菜跟常规蔬菜一样，不会导致感染新冠病毒。即便在采收运输过程中被感染者接触过，沾染的病毒也会烹饪加热所杀灭，完全不用担心。,1
进门前把衣物放到整理箱密封，4小时后细菌就死透了,我们常见的细菌也可分为厌氧菌和非厌氧菌。首先有些细菌即使在无氧的情况下也是可以生存的。其次我们家居的行李箱，即使密封也不会达到真空的状态，对于非厌氧菌污染无法达到灭菌抑制的作用。另外，新冠肺炎是因为病毒感染引起，而不是细菌感染。新冠病毒在适宜的环境中可以存活数天。家居有效的灭活方式需要靠75%酒精或规定浓度的含氯消毒剂等来消毒。也可以利用它对热和紫外线敏感的这条属性进行处理。如果衣物被感染，这种把污染的衣物只是放到一个密闭的箱子里几个小时不可能对这次的病原体达到消毒的作用。,1
每15分钟喝一口水保持喉咙湿润可预防新型冠状病毒,我们常见的疾病，比如感冒、流感、病毒性肺炎主要是通过咳嗽、喷嚏以及空气播散的飞沫在人际间传播。其中上呼吸道中的鼻、咽粘膜上皮细胞是最初的感染部位，也就是咽喉处并不是造成感染的唯一部位。不可否认喝水对身体的帮助，但是喝水保持咽喉湿润就能预防病毒没有任何依据，咽喉湿润也无法避免病毒会通过上呼吸道进入下呼吸道（支气管、肺部等），15分钟喝一次水更是不切实际。相对于无孔不入的病毒，保持手卫生更为重要，在接触疑似病人、疑似污染物后，勤洗手，避免不洁净的手直接揉鼻子或眼睛。,1
阴雨天和大雾天会增加新冠病毒感染风险,新冠病毒的主要传播途径是飞沫传播和接触传播。下雨天空气中的病毒飞沫会被雨水带到地上，室外物体表面的病毒也被冲洗掉一部分，如果有风，空气中的病毒飞沫还会被吹散，感染病毒的概率会减少。大雾天，空气中的湿度增加，目前湿度对于新冠病毒的影响尚无直接证据。综合几个研究，大致上可以认为50-70%相对湿度和较高的温度，是有利于防止病毒传染的。明确结论还需要更多研究。 雾天空气中的水汽加上PM2.5等级别的颗粒物，风比较小的情况下不利于污染物扩散。如果此时空气中有新冠病毒飞沫存在，可能会在空气中漂浮，但病毒的具体存活要看湿度和温度，建议做好防范。 ,3
男性精液能抑制新型冠状病毒,这个说法是无稽之谈。男性的精液可不是杀毒剂，相反对病毒还很仁慈，一些病毒在精液内可以维持一段时间的活性。英国牛津大学萨拉姆研究团队对3800多篇和病毒及精液相关的研究进行综合性分析后发现，人类精液可传播多达27种感染性病毒，包括寨卡病毒、埃博拉病毒、艾滋病病毒、乙肝病毒、丙肝病毒、水痘病毒、腮腺炎病毒等等。有研究显示，一些埃博拉幸存者症状出现后，至少82天内还能在他们的精液中发现埃博拉病毒的痕迹，表示他们即使痊愈，还有很长一段时间会是携带者。埃博拉病毒和新冠状病毒都属于单链RNA病毒，按照常理推测精液抑制新冠状病毒的说法毫无证据支持。,1
深呼吸后屏气5-10秒，如果没咳嗽，说明没有肺炎,这样的方法不科学，也毫无意义，不建议大家自测，以免带来不必要的担心。比如气道痉挛、气道高敏性疾病，深呼吸后或者即使不深呼吸，也会出现阵发性或持续性咳嗽，但这并不代表存在肺炎。这类人群很多去做肺功能也是正常的，不发烧、不胸闷，心肺都正常。真正的肺炎，会有呼吸急促、喘鸣、胸部凹陷、肺部湿罗音这样的典型表现，这次新型冠状病毒肺炎，CT/X光还会显示典型的肺部变化，当然，真到了这一步，不做这样的“土办法”测试，症状也开始显现一些了。,1
用纸尿裤（尿不湿）制作口罩可防护新型冠状病毒感染,尿不湿外层（防漏层）的阻水效果主要依赖微孔膜实现。这种膜对病毒、颗粒物等具有一定阻隔效果，但它的透气性很低，用于穿着类产品（比如尿不湿、防护服）可以满足透气性方面的要求，但如果用于口罩中，无法达到各项标准中对于呼气、吸气阻力的要求，导致佩戴者难以呼吸。尿不湿最里面的表面包覆层是一层非常亲肤的材料，戴在脸部确实舒适，但很多尿不湿的这一层，与成人脸部摩擦很容易起毛，尤其是男性的胡渣等，极易起毛。中间的吸水层用于吸收和锁住水分，由多种吸水材料组成，吸水层孔很大，也没有静电，因此过滤作用非常有限。总之，尿不湿各层结构中唯一有可能起到防护作用的就是外层中的微孔膜。但它的透气量太小，不适合用于口罩中。,1
北京2月10日晚对全市主干道进行大面积消毒工作,网传“北京市2月10日晚12点对全市主干道进行大面积消杀、消毒工作”。经核实，此消息不属实，系谣言。,1
2月9、10日晚，广州采取雾炮，对全城进行大消杀,记者从相关部门了解到，广州并没有这样的安排。,1
哈佛八剑客、李开复、庄晓莹集体回国援助武汉,网传 “哈佛八剑客回国援助武汉” 视频，实际是八人参加其他科研项目相关报道的拼接，他们八人自2009年陆续回国，进入中国科学院合肥物质科学研究院工作，与此次武汉疫情无关。庄晓莹于2010年海外留学毕业后回国任教，现任同济大学土木工程学院地下建筑与工程系的教授。“德国最不愿放走的顶尖中国科学家”一说法，其实来源于一篇自媒体文章《德国最不想放回中国的女天才：就算要走，也希望是朋友不是敌人》。庄晓莹博士2019年8月通过公众号“德欧华商”对此进行驳斥，并敦促自媒体平台尽快删除该博文。李开复也早于1998年回国，并于2009年创办北京“创新工场”。二人皆与朋友圈中的“集体回国，直奔武汉”传言不符。,1
可以通过防水与否鉴别口罩的真假,不能通过这个方法判断口罩真假。一般口罩表层的布都是聚丙烯纺粘非织造布，聚丙烯本身是一种疏水材料，将其做成口罩用纺粘布后，自然也是疏水的。除非对这类材料施加较大压力，否则水流很难穿透。市面上很多伪劣口罩的表层也用可以防水的聚丙烯纺粘非织造材料，但对于口罩中间层起到核心防护作用的带静电熔喷布，有些伪劣口罩用纺粘布冒充，有些用没有静电的熔喷布。所以，仅通过是否防水来鉴别并不靠谱。,1
吃猪肉会感染新型冠状病毒,迄今为止没有猪被新冠病毒感染的报道，所以猪肉上“存在病毒”的可能只是带着病毒的飞沫落在上面。即便是有，放置一段时间之后病毒也会失去活力。猪肉都是要做熟了吃的，猪肉做熟的过程完全可以杀灭病毒。所以，即便是猪肉上有病毒，只要处理猪肉后洗手，也就完全可以避免。,1
外国人去过公厕就感染，机场车站公厕高风险，别去,据越南卫生部2月2日消息，发现第7例新型冠状病毒感染的肺炎确诊病例。感染者为一名男性旅美越侨，曾于1月15日在武汉转机返回胡志明市。但无法确定是否去过公厕，更无法确定是否在公厕感染了新型冠状病毒。即便是不上厕所，在机场、车站，被传染的可能性都比其他地方高。那机场、车站的厕所，是不是风险更高呢？粪便里有大量的病菌，现在在一些感染者的粪便里，也查到了新型冠状病毒（但目前并不知道粪便里的病毒是否还具有感染能力），本来就是需要特别注意卫生的地方。但是，一般人要是没有个内急，也不会到厕所里去玩耍。所以，上厕所的时候注意卫生是必须的，但是也没有必要因此就怕得不敢上厕所。,3
为了降低气溶胶传播几率，应该把二氧化氯放进加湿器,需要先指出一下，国家卫健委再次申明，新型冠状病毒通过气溶胶的传播途径尚未完全确定，只是一种可能性，需要谨慎，但是不能过于恐慌。戴口罩进入公用电梯，这是一种合理的防护措施，但是要在这些空间中过多使用二氧化氯，那就是恐慌了。二氧化氯在空气中可以分解为氯气和氧气，过多或长期接触氯气，对人体都是有伤害的。二氧化氯本身也有刺激性气味，对皮肤、眼睛都有刺激性，高浓度吸入人体后甚至可以诱发肺水肿、致死。所以，如果不是环境中确实有病毒污染，一般不会使用二氧化氯气雾消毒这样的极端措施。因为恐慌而过分的预防，也是有风险的。,1
新型冠状病毒肺炎是自限性疾病,自限性疾病是指疾病发生发展到一定程度后能自动停止，并逐渐恢复痊愈，不需特殊治疗，只需对症治疗或不治疗，靠自身免疫就可痊愈的疾病。感冒、流感、诺如病毒引起的腹泻、手足口、口腔溃疡、咽喉痛、幼儿急疹等都属于自限性疾病，新型冠状病毒肺炎也是。自限性疾病固然可以靠自身免疫痊愈，但也不是完全不需要治疗。针对新型冠状病毒肺炎可以使用补液盐水、退热药布洛芬、对乙酰氨基酚、止咳药右美沙芬、呼吸支持，合并其他疾病时，选择性使用抗病毒药和抗菌药。最有效的药物还是人体免疫力，一定要均衡饮食，在有轻症肺炎的情况下，保障睡眠，积极对症治疗，不滥用药也不能不用药。,2
苏州一企业提前开工员工确认感染，隔离200余人,经记者实地采访获悉，该企业因生产需要今年春节未停工，但发烧员工并无疫区活动经历，两次核酸检测结果均为“阴性”。针对网上截图，该企业以公司名义发出告知，并转发企业工作群以正视听。,1
益生菌能防治新型冠状病毒肺炎,传言源自商家对《新型冠状病毒感染的肺炎诊疗方案（第五版）》中有关肠道微生态调节剂的断章取义和夸大宣传。诊疗方案中提到的肠道微生态调节剂是药用益生菌，非保健品[1]。这类药物被推荐为重症及危重症患者的辅助治疗，不是抗病毒的主要方法。目前没有证据显示肠道微生态调节剂能预防新冠病毒。2月11日，上海市市场监管局发文提醒广大消费者：任何食品（包括益生菌类食品）宣称具有预防或治疗“新冠肺炎”功效的，属于虚假宣传。,1
非上海户籍不再列入新增确诊病例中,澎湃新闻记者向上海市卫健委求证，对方表示，网传内容并不属实，上海对新增确诊病例的统计方法也一直没有改变。记者也发现，上海从第一天发布新增确诊病例开始，就把外地来沪人员和本市常住人口放在一起合并计算总数，就在2月8日公布的确诊病人数据，也有1例为外地来沪人员。,1
闻洋葱能预防新型冠状病毒肺炎,洋葱的刺鼻性气味来源于硫化丙烯等硫化物。在体外实验中，硫化丙烯展示了一定的抗菌能力，但是新冠肺炎是病毒产生的，跟细菌完全不同。即便是考虑杀菌，也需要有足够的量而且与细菌接触，并不是闻几下洋葱就可以的。如果这些硫化物真的能够预防新冠病毒，可以直接用化工合成成品来作为有效药物，而不至于现在全世界都找不到有效药物。,1
钟南山：新冠肺炎治愈后会留后遗症，比SARS严重,钟南山没有说过这样的话。1月31日，北京卫视《养生堂》“疫情防控特别节目”播出了30日对钟南山院士的专访。专访中记者提问：目前，很多的患者已经出院了，已经累计治愈出院病例243例，1月31日，武汉金银潭医院有20名治愈者出院。这些患者他们有没有后遗症呢？钟南山表示：到现在我没有发现有很明显的后遗症。治愈的可能以后会大量增加。这个疾病对确诊的病人，目前病死率是2.5%。我们现在也想尽办法控制病情，主要是一些危重病人的病死率高一些，目前对重症病人加强对他的医疗跟生命支持。,1
来自抗击疫情一线消息，李留树博士刚从武汉打来电话,较真团队向洛阳新区人民医院相关人士求证（李留树博士2019年加盟了该医院），该相关人士联系了李留树博士的助理，助理称：李博士目前一直在北京，没有去武汉，网上流传的话也不是李博士说的。,1
抗生素能有效预防和治疗新型冠状病毒,抗生素不能有效预防和治疗新型冠状病毒。抗生素对病毒不起作用，它们只对细菌感染有作用。新型冠状病毒是一种病毒，因此，不应该用抗生素进行预防或治疗。,1
无症状患者也可以传播新型冠状病毒,了解被感染者何时可将病毒传给他人对控制工作至关重要。需要根据感染者的详细医学信息确定2019-nCoV的传染期。根据最近的报告，2019-nCoV感染者可能在出现明显症状之前就具传染性。但根据现有数据，有症状者仍是病毒的主要传播者。,2
新冠病毒欺骗性强，治疗时表面转阴，但不产生抗体,新型冠状病毒是RNA病毒，而乙肝病毒是DNA病毒，二者完全不一样。对于新型冠状病毒，目前的检测并没有查抗体这一说，冠状病毒也不像乙肝病毒一样，是一个长期携带的病毒。乙肝在药物治疗后，很难获得DNA检查的阴性。但是对于新型冠状病毒来说，即便目前没有特效药，在救治之后，患者核酸检查可以稳定出现阴性，而且目前没有真正病愈后复发的报告。所谓的新型冠状病毒“欺骗性很强”，其实只是核酸检查灵敏度，在病毒量少时，不容易显示阳性结果，可以理解成“核酸检查的欺骗性很强”。但是只要我们能够正确了解核酸检查的灵敏度这个问题，就可以避免错误。,1
新型冠状病毒就是SARS冠状病毒,新京报记者向华中农业大学教授陈焕春核实到，应为“新型冠状病毒属于SARS相关冠状病毒”。这意味着“新冠”病毒与SARS冠状病毒相似。该结论是基于中科院武汉病毒所石正丽研究员的工作得出的。2月9日晚间，钟南山院士接受第一财经电话采访时表示，新型冠状病毒是冠状病毒的一种，它跟SARS冠状病毒是平行的，二者是同一类（病毒），但不是同一种。SARS冠状病毒是一个专有名词，是专门指急性呼吸综合征的病毒，它（与新型冠状病毒）不是一回事，这两个（病毒）是两回事，“2019（的）新型冠状病毒是另外一种冠状病毒，都是属于冠状病毒。”,1
公共厕所常见的干手器能在30秒内杀死新型冠状病毒,干手器不能有效杀死2019-nCoV。为了防止自己感染新型冠状病毒，应该经常用含酒精成分的免洗洗手液或用肥皂和水洗手。将手清洗干净后，用纸巾彻底擦干或用暖风干手器彻底烘干。,1
电动口罩可以预防新型冠状病毒,电动口罩能否预防新型冠状病毒要根据具体型号而定。电动口罩分两种类型，一种是风扇直接安装在口罩上，另一种则将过滤装置与口罩分开。与普通口罩相比，电动口罩借助电力“送气上门”，佩戴时不会有像普通口罩那样的憋闷感。那么，电动口罩能防住新型冠状病毒吗？本次新型冠状病毒主要通过飞沫传播，其飞沫通常就是直径大于 5 微米的颗粒物，要防住这种病毒，就需要口罩有颗粒过滤效能（颗粒滤过率＞90%）。根据相关产品测评结果，市面上17款电动口罩颗粒滤过率超过90%的只有7款。因此，颗粒过滤能力过关的电动口罩是有可能防住新型冠状病毒的，但并不是所有电动口罩的颗粒防护能力都过关。,3
气溶胶多在ICU因呼吸机等操作产生，一般环境罕见,"气溶胶是指固体或液体微粒稳定地悬浮于气体介质中形成的分散体系，直径≤10um，在感染者打喷嚏或咳嗽时，会喷出很多包含病毒的飞沫,同时也会形成气溶胶。但这并不意味着病毒会依托气溶胶长期飘在空中带来爆发性传染。要造成感染，需要达到一定的病毒数量，且病毒要保持致病毒力。其次，大多数空气传播的传染病是通过接触或近距离空气传播，近距离传播也需要在特定的环境下才能发生。比如给患者插管、手术、心肺复苏、喷雾治疗等条件会产生气溶胶，病毒浓度也相对较高。对于普通人来说，一般环境中也可能有气溶胶，但数量非常有限或者带来的影响有限，只要我们保证手卫生，戴好口罩，进行防护，其风险是可控的。",2
钟南山推荐的防疫凉茶能预防新型冠状病毒,广州医科大学校长王新华回应称：外界所传的“钟南山院士公开的一则中药预防方子”，是广医一院个别医生所开的方子，在给医院医务人员群体服用后，大家感觉有帮助而已，不是钟南山院士推荐的，并非外界所宣称的重大发现。,1
复方甲酚皂能杀死新冠肺炎病毒,“复方甲酚皂消毒液”的主要成分为甲酚，用于室内外环境物体表面消毒，可以杀灭很多种类的细菌，比如化脓性球菌、肠道致病菌和致病性酵母菌。但是，甲酚不仅不能消灭冠状病毒，还有比较重的刺激性味道，且对皮肤和粘膜有一定刺激性。并非所有的抗菌用品或者消毒液对冠状病毒有效，选择消毒用品一定要注意成分。,1
瑞德西韦的副作用比化疗严重，杀敌八百自损一千,目前没有看到临床研究或者报道，来讨论瑞德西韦作为新冠肺炎治疗药物的副作用。但瑞德西韦之前作为埃博拉的治疗药物，已经完成了三期临床试验（通过一期二期，三期失败了）。当时有175例患者注射过瑞德西韦，9例患者报告了严重不良反应，其中8例都被认为与药物无关，有1例严重低血压被认为可能与药物有关。瑞德西韦虽然之前没有在中国人身上试验过，在其他人种试验的安全性表现还很不错，而且疗程很短，安全性的担忧不是特别大，主要还是担心没效。,1
钟南山：已挺过一个14天，2月7号起第二个14天,钟南山院士没有说过这句话。2月7日，央视记者向出席广东省卫健委会议的钟南山院士提问：从数据看，全国确诊病例数量在上升，但新增确诊病例是下降的（从2月4号到6号），是否可以说明拐点到了？钟南山院士回答：不能证明拐点到来，但是我的估计这个拐点到来还得有几天。因为最关键的是新增病例，不是出院病例或者死亡病例。出院的话大家标准不一样，但是新增病例是一个重要指标。接下来的防控和治疗任务依然很艰巨，目前还无法预测疫情的最终拐点或结束点。我们已经度过第一个14天，接下来要再奋战第二个14天，是否还有下一个14天谁都不知道。不建议大家听信这个传闻，盲目乐观地进行活动，给疫情带来新的不稳定因素。,1
穿山甲是新型冠状病毒的中间宿主,华农研究团队在对现有数据库中一千多种野生动物基因组分析后找到穿山甲，发现从其身上分离的冠状病毒株与新型冠状病毒毒株序列相似度高达99%，由此确定穿山甲为新型冠状病毒的潜在中间宿主。穿山甲是否与这次肺炎疫情有关目前不能确定。还需理清：排除这些穿山甲样品并非从人身上感染新型冠状病毒；查明武汉及周边是否出现过携带与新型冠状病毒高度同源的穿山甲；查清早期新型冠状病毒肺炎患者是否接触过带毒穿山甲；穿山甲身上的冠状病毒如何传播到人身上。国内其他团队也在研究新型冠状病毒可能的中间宿主，其中水貂的可能性较大。受传统滋补观念的影响，穿山甲常常作为滋补品被大量捕杀，导致种群数量锐减。保护穿山甲，刻不容缓。,3
季铵盐类消毒剂苯扎氯铵(洁尔灭）能灭活新冠病毒,目前已知的信息是，苯扎氯铵、西曲溴铵两种季铵盐类消毒剂并不能灭活新型冠状病毒。季铵盐类消毒剂有单链季铵盐和双链季铵盐两类，有时可复合使用。单链季铵盐以苯扎溴铵为代表，属于低效消毒剂，仅能杀灭一般繁殖体和亲脂病毒。根据文献报道，对人类冠状病毒无杀灭作用。西曲溴铵同属于单链季铵盐，目前尚无可靠信息。,1
二氧化氯稀释后放进加湿器，可以有效预防新冠肺炎,二氧化氯是一种很好的消毒剂，对于细菌和病毒都有良好的杀灭效果。在生产上用二氧化氯来消毒空气，是在规范的操作下通过喷雾的方式处理一段时间。把二氧化氯稀释到水中，再通过加湿器释放到空气中，很难控制二氧化氯的含量——量小了无法有效消毒，量大了对人体产生危害。每立方米空气中只要有几毫克二氧化氯，就可能刺激呼吸器官产生不适。,3
中国政府为控制疫情要杀2万人,美国知名的辟谣网站Snopes.com已率先辟谣，根据Snopes.com的扒皮，这则宣称“中国最高人民法院将在本周五批准中国政府的申请，允许杀掉2万名新型冠状病毒感染者”的谣言，是由一个名为ab-tc.com的网站发布的。这个名为ab-tc.com的网站因为经常传播虚假信息，多次被网民们质疑过其“报道”的真实性与合法性，该网站在此次新型冠状病毒疫情上也多次炮制谣言。虽然该网站宣称“中国政府要杀2万感染者”的信息来自于相关文档和记者会，可根本拿不出任何证据证明这些文档或记者会存在，没有任何证据去支撑“报道”中的说法，也没有任何一家国际权威媒体报道过这件事情。,1
“猪场同款”消毒通道，可以有效预防新型冠状病毒,此类消毒通道在养殖场很常见，作用是杀灭通行者身上“万一存在”的细菌和病毒，从而保护养殖场的动物不被感染，不是为了保护经过这个通道进入养殖场的人而设立的。新冠病毒的传染途径是飞沫和接触。所以当人们经过消毒通道，最对只能杀灭人们衣服上携带的病毒。对于人们可能遇到的“飞沫”，这个消毒通道起不到什么作用；对于手可能接触到的病毒，这个通道也不如及时洗手有效。“猪场同款”的消毒通道，只是让人产生一种“我在参与防控”的仪式感，并不能有效防疫。,1
电吹风强档对面罩、面部和手部吹30秒就能消毒,不能！家用电吹风的一般有可选择冷风、自然风，暖风和热风，其中，暖风大约在55 ℃左右，热风一般超过70 ℃。新型冠状病毒在56℃下30分钟就会死亡。那么，是不是可以用吹风机热风灭活这种病毒呢？答案是否定的。第一，吹风机不管将温度调到多高，都只能吹皮肤表面，不可能吹到呼吸道。而新型冠状病毒主要感染的恰好是呼吸道。第二，如果是想通过吹风机的暖风为皮肤消毒杀菌，那考虑到病毒的灭活条件，要保持56 ℃至少吹30分钟，很可能就损伤皮肤，不如用酒精消毒便捷。,1
